#######################;;;;;;;;;;;X
# muster;;;;;;;;;;;X
#######################;;;;;;;;;;;X
# Majors;;;;;;;;;;;X
# England;;;;;;;;;;;X
# England land brigades;;;;;;;;;;;X
MODEL_ENG_32_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_32_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_16_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_16_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_16_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_17_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_17_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_17_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_17_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_17_4;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_17_5;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_18_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_18_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_18_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_20_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_20_1;;.;.;.;.;.;.;.;.;;X
# England naval units;;;;;;;;;;;X
MODEL_ENG_21_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_21_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_21_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_21_4;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_21_5;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_21_6;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_21_7;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_21_8;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_22_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_22_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_22_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_22_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_22_4;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_22_5;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_23_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_24_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_24_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_24_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_4;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_5;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_6;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_25_7;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_26_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_26_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_26_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_26_4;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_26_5;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_26_6;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_27_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_27_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_27_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_27_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_28_0;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_28_1;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_28_2;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_28_3;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_28_4;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_28_7;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_28_9;;.;.;.;.;.;.;.;.;;X
MODEL_ENG_29_0;SSN 1956;.;.;.;.;.;.;.;.;;X
MODEL_ENG_31_0;;.;.;.;.;.;.;.;.;;X
#;;;;;;;;;;;X
# France;;;;;;;;;;;X
# France land brigade;;;;;;;;;;;X
BRIG_MODEL_FRA_1_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_1_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_1_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_1_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_1_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_1_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_1_6;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_2_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_2_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_2_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_2_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_2_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_2_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_2_6;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_6_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_6_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_6_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_6_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_6_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_6_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_6_6;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_7_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_7_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_7_2;;.;.;.;.;.;.;.;.;;X
#BRIG_MODEL_FRA_7_5;;;;;;;;;;;X
#BRIG_MODEL_FRA_7_9;;;;;;;;;;;X
BRIG_MODEL_FRA_8_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_8_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_8_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_9_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_9_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_10_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_10_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_10_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_10_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_10_4;;.;.;.;.;.;.;.;.;;X
# France air brigade;;;;;;;;;;;X
BRIG_MODEL_FRA_14_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_14_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_14_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_14_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_14_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_14_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_14_9;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_15_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_15_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_15_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_15_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_15_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_FRA_15_6;;.;.;.;.;.;.;.;.;;X
# France Land Units;;;;;;;;;;;X
MODEL_FRA_5_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_5_1;AMX-30;.;.;.;.;.;.;.;.;;X
# France air units;;;;;;;;;;;X
MODEL_FRA_32_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_32_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_16_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_16_2;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_17_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_17_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_17_2;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_17_3;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_17_4;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_17_5;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_18_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_18_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_18_2;;.;.;.;.;.;.;.;.;;X
# France naval units;;;;;;;;;;;X
MODEL_FRA_21_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_21_2;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_21_3;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_21_4;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_21_5;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_21_7;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_21_8;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_22_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_22_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_22_3;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_22_4;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_22_5;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_23_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_23_2;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_23_3;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_23_4;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_23_5;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_25_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_25_2;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_25_3;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_25_4;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_25_5;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_25_6;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_26_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_26_7;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_27_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_27_2;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_0;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_1;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_2;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_3;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_4;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_7;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_8;;.;.;.;.;.;.;.;.;;X
MODEL_FRA_28_9;;.;.;.;.;.;.;.;.;;X
#;;;;;;;;;;;X
# Germany;;;;;;;;;;;X
# Germany land brigades;;;;;;;;;;;X
BRIG_MODEL_GER_1_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_1_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_1_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_1_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_1_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_1_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_1_6;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_2_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_2_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_2_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_2_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_2_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_2_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_6_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_6_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_6_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_6_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_6_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_6_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_6_6;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_7_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_7_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_7_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_8_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_8_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_9_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_9_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_10_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_10_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_10_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_10_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_10_4;;.;.;.;.;.;.;.;.;;X
# Germany air brigades;;;;;;;;;;;X
BRIG_MODEL_GER_14_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_14_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_14_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_14_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_14_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_14_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_15_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_15_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_15_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_15_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_15_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_15_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_GER_15_6;;.;.;.;.;.;.;.;.;;X
# Germany;;;;;;;;;;;X
# Germany land units;;;;;;;;;;;X
MODEL_GER_5_0;Leopard 2A5;.;.;.;.;.;.;.;.;;X
MODEL_GER_5_1;Leopard 2A7+;.;.;.;.;.;.;.;.;;X
# Germany air units;;;;;;;;;;;X
MODEL_GER_32_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_32_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_16_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_16_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_17_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_17_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_17_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_17_3;;.;.;.;.;.;.;.;.;;X
MODEL_GER_17_4;;.;.;.;.;.;.;.;.;;X
MODEL_GER_17_5;;.;.;.;.;.;.;.;.;;X
MODEL_GER_18_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_18_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_18_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_19_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_20_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_20_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_20_2;;.;.;.;.;.;.;.;.;;X
# Germany naval units;;;;;;;;;;;X
MODEL_GER_21_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_21_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_21_4;;.;.;.;.;.;.;.;.;;X
MODEL_GER_21_5;;.;.;.;.;.;.;.;.;;X
MODEL_GER_21_7;;.;.;.;.;.;.;.;.;;X
MODEL_GER_21_8;;.;.;.;.;.;.;.;.;;X
MODEL_GER_22_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_22_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_22_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_22_3;;.;.;.;.;.;.;.;.;;X
MODEL_GER_22_4;;.;.;.;.;.;.;.;.;;X
MODEL_GER_22_5;;.;.;.;.;.;.;.;.;;X
MODEL_GER_23_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_23_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_23_4;;.;.;.;.;.;.;.;.;;X
MODEL_GER_23_5;;.;.;.;.;.;.;.;.;;X
MODEL_GER_23_6;;.;.;.;.;.;.;.;.;;X
MODEL_GER_24_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_24_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_24_3;;.;.;.;.;.;.;.;.;;X
MODEL_GER_24_4;;.;.;.;.;.;.;.;.;;X
MODEL_GER_25_0;;.;.;.;.;.;.;.;.;;X
MODEL_GER_25_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_25_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_25_5;;.;.;.;.;.;.;.;.;;X
MODEL_GER_25_6;;.;.;.;.;.;.;.;.;;X
MODEL_GER_25_7;;.;.;.;.;.;.;.;.;;X
MODEL_GER_26_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_28_1;;.;.;.;.;.;.;.;.;;X
MODEL_GER_28_2;;.;.;.;.;.;.;.;.;;X
MODEL_GER_28_4;;.;.;.;.;.;.;.;.;;X
MODEL_GER_28_7;;.;.;.;.;.;.;.;.;;X
MODEL_GER_28_8;;.;.;.;.;.;.;.;.;;X
MODEL_GER_28_9;;.;.;.;.;.;.;.;.;;X
#;;;;;;;;;;;X
# Italy;;;;;;;;;;;X
# Italy land brigades;;;;;;;;;;;X
BRIG_MODEL_ITA_1_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_1_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_1_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_1_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_1_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_1_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_1_6;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_2_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_2_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_2_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_2_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_2_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_2_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_6_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_6_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_6_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_6_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_6_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_6_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_6_6;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_7_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_7_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_8_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_8_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_9_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_9_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_10_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_10_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_10_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_10_3;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_10_4;;.;.;.;.;.;.;.;.;;X
# Italy air brigades;;;;;;;;;;;X
BRIG_MODEL_ITA_14_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_14_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_14_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_15_0;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_15_1;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_15_2;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_15_4;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_15_5;;.;.;.;.;.;.;.;.;;X
BRIG_MODEL_ITA_15_6;;.;.;.;.;.;.;.;.;;X
# Italy land units;;;;;;;;;;;X
MODEL_ITA_5_0;OF-40 tank;.;.;.;.;.;.;.;.;;X
MODEL_ITA_5_1;C1 Ariete;.;.;.;.;.;.;.;.;;X
# Italy air units;;;;;;;;;;;X
MODEL_ITA_32_0;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_32_1;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_16_0;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_16_1;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_16_2;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_17_0;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_17_1;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_17_2;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_17_3;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_17_4;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_17_5;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_18_0;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_18_1;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_18_2;;.;.;.;.;.;.;.;.;;X
# Italy naval units;;;;;;;;;;;X
MODEL_ITA_21_0;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_21_2;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_21_4;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_21_7;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_22_0;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_22_1;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_22_2;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_22_3;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_22_4;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_22_5;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_25_0;;.;.;.;.;.;.;.;.;;X
MODEL_ITA_25_1;;.;.;.;.;.;.;.;.;;X
