##  STRING NAME (do not change!);;;;;;;;;;;X
## ;;;;;;;;;;;X
##  Technology System Techs below here..;;;;;;;;;;;X
##;;;;;;;;;;;X
RT_SEAMANSHIP;Seamanship;.;.;.;.;.;.;.;.;.;X
RT_PILOTING;Piloting;.;.;.;.;.;.;.;.;.;X
RT_SUBMARINE_TACTICS;Submarine Tactics;.;.;.;.;.;.;.;.;.;X
RT_CARRIER_TACTICS;Carrier Tactics;.;.;.;.;.;.;.;.;.;X
RT_AVIONICS;Avionics;.;.;.;.;.;.;.;.;.;X
RT_MUNITIONS;Munitions;.;.;.;.;.;.;.;.;.;X
RT_VEHICLE_ENGINEERING;Vehicle Engineering;.;.;.;.;.;.;.;.;.;X
RT_CARRIER_DESIGN;Carrier Design;.;.;.;.;.;.;.;.;.;X
RT_SUBMARINE_DESIGN;Submarine Design;.;.;.;.;.;.;.;.;.;X
RT_FIGHTER_DESIGN;Fighter Design;.;.;.;.;.;.;.;.;.;X
RT_BOMBER_DESIGN;Bomber Design;.;.;.;.;.;.;.;.;.;X
RT_MOUNTAIN_TRAINING;Mountain Training;.;.;.;.;.;.;.;.;.;X
RT_AIRBORNE_TRAINING;Airborne Training;.;.;.;.;.;.;.;.;.;X
RT_MARINE_TRAINING;Marine Training;.;.;.;.;.;.;.;.;.;X
RT_MANEUVER_TACTICS;Maneuver Tactics;.;.;.;.;.;.;.;.;.;X
RT_BLITZKRIEG_TACTICS;Blitzkrieg Tactics;.;.;.;.;.;.;.;.;.;X
RT_STATIC_DEFENSE_TACTICS;Static Defense Tactics;.;.;.;.;.;.;.;.;.;X
RT_MEDICINE;Medical Science;.;.;.;.;.;.;.;.;.;X
RT_USER_1;Economics;;;;;;;;;;X
RT_USER_2;Social Theory;;;;;;;;;;X
RT_USER_3;Helicopter Design;;;;;;;;;;X
RT_USER_4;Espionage;;;;;;;;;;X
RT_USER_5;Small Arms Design;;;;;;;;;;X
RT_USER_6;Tank Design;;;;;;;;;;X
RT_USER_7;Robotics;;;;;;;;;;X
RT_USER_8;Biotechnology;;;;;;;;;;X
##;;;;;;;;;;;X
TECH_CAT_INFANTRY;Infantry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_AIRBORNE;Airborne Infantry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MARINES;Naval Infantry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MOUNTAIN;Mountain;.;.;.;.;.;.;.;.;.;X
TECH_CAT_CAVALRY;Armored Cavalry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_SUPPLY;Supply and Repair;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MOTORIZED;Air Cavalry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MECHANIZED;Mechanized Infantry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ENGINEERS;Combat Engineers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MANUFACTURING;[Manufacturing];.;.;.;.;.;.;.;.;.;X
TECH_CAT_ROCKETRY;Rocketry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_AGRICULTURE;[Agriculture];.;.;.;.;.;.;.;.;.;X
TECH_CAT_RRWARNING;-----> Cryptography;.;.;.;.;.;.;.;.;.;X
TECH_CAT_CRYPTOGRAPHY;[Research];.;.;.;.;.;.;.;.;.;X
TECH_CAT_SYNTHETICOIL;[Fuel];.;.;.;.;.;.;.;.;.;X
TECH_CAT_MATERIALS;[Material Science];Sciences de la matiиre;Scienza dei Materiali;Ciencia de materiales;Materialwissenschaft;Nauki o materiaіach ;;Материаловедение;;;X
TECH_CAT_NUCLEAR;[Nuclear];.;.;.;.;.;.;.;.;.;X
TECH_CAT_BOMBERS;Bombers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_TACTBOMBERS;Dogfight;.;.;.;.;.;.;.;.;.;X
TECH_CAT_STRATBOMBERS;Strategic Bombers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_CAS;Air-to-Air Missiles;.;.;.;.;.;.;.;.;.;X
TECH_CAT_NAVBOMBERS;Naval Patrol;.;.;.;.;.;.;.;.;.;X
TECH_CAT_AIRTRANSP;Air Transports;.;.;.;.;.;.;.;.;.;X
TECH_CAT_FIGHTERS;Fighters;.;.;.;.;.;.;.;.;.;X
TECH_CAT_INTERCEPTORS;Attack Aircraft;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ESCFIGHTERS;Multi-role;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MULTIFIGHTERS;Air-to-Ground Missiles;.;.;.;.;.;.;.;.;.;X
TECH_CAT_LIGHTTANKS;Anti-Tank Missile Carrier;.;.;.;.;.;.;.;.;.;X
TECH_CAT_TANKDESTROYERS;Armoured Personnel Carriers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ANTITANKART;Man-Portable Air-Defense Systems;.;.;.;.;.;.;.;.;.;X
TECH_CAT_FIELDART;Field Artillery;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MEDIUMTANKS;Tank Destroyers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_SELFPROPART;Self-Propelled Artillery;.;.;.;.;.;.;.;.;.;X
TECH_CAT_SELFPROPRA;SP Rocket Artillery;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ROCKETART;Rocket Artillery;.;.;.;.;.;.;.;.;.;X
TECH_CAT_HEAVYTANKS;Infantry Fighting Vehicles;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ANTIAIR;Anti-Air;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ANTIAIRBRIG;Self-Propelled Anti-Air;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ARMOUREDCAR;Armored Cars;.;.;.;.;.;.;.;.;.;X
TECH_CAT_LIGHTCRUISERS;Frigates;.;.;.;.;.;.;.;.;.;X
TECH_CAT_BATTLECRUISERS;Destroyers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_HEAVYCRUISERS;Helicopter Carriers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_AIRCARRIERS;Aircraft Carriers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_DESTROYERS;Submarines;.;.;.;.;.;.;.;.;.;X
TECH_CAT_SUBMARINES;Nuclear Submarines;.;.;.;.;.;.;.;.;.;X
TECH_CAT_BATTLESHIPS;Cruisers;.;.;.;.;.;.;.;.;.;X
TECH_CAT_LIGHTCARRIER;Light Carriers;Porte-avions lйger;Portaerei Leggere;Portaaviones ligeros;Geleittrдger;Lekkie lotniskowce;;Легкие авианосцы;;;X
TECH_CAT_TRANSPORTS;Fast Attack Craft;.;.;.;.;.;.;.;.;.;X
TECH_CAT_SINGLE;Single Engine Aircraft;.;.;.;.;.;.;.;.;.;X
TECH_CAT_DOUBLE;Twin Engine Aircraft;.;.;.;.;.;.;.;.;.;X
TECH_CAT_CAG;Attack Helicopters;.;.;.;.;.;.;.;.;.;X
TECH_CAT_greatwartanks;Main Battle Tanks;.;.;.;.;.;.;.;.;.;X
TECH_CAT_ASW_EQUIPMENT;Transport Ships;.;.;.;.;.;.;.;.;.;X
TECH_CAT_TORPEDO;Fast Attack Crafts;.;.;.;.;.;.;.;.;.;X
TECH_CAT_MEDICINE;[Medicine];.;.;.;.;.;.;.;.;.;X
TECH_CAT_SPANTIAIR;Self-Propelled Anti Air;.;.;.;.;.;.;.;.;.;X
TECH_CAT_CONSTRUCTION;[Engineering];.;.;.;.;.;.;.;.;.;X
TECH_CAT_ASSEMBLYLINES;[Industrial Sectors];.;.;.;.;.;.;.;.;.;X
TECH_CAT_COMPUTERS;[Computing];.;.;.;.;.;.;.;.;.;X
TECH_CAT_SEAPLANES;Air-to-Sea Missiles;.;.;.;.;.;.;.;.;.;X
TECH_CAT_IRREGULARS;Irregular Infantry;.;.;.;.;.;.;.;.;.;X
TECH_CAT_TP1;;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_INFANTRY_NAME;Infantry;.;.;.;.;.;.;.;.;.;X
TECH_INFANTRY_DESC;This field of research allows a nation to develop weapons and materials for its infantry personnel. It includes hand-held weapons and special equipment allowing the construction of Marines and Paratroops. But perhaps most importantly, this field of research will allow the development of proper field engineering equipment and improved logistics and command systems. This field is vital  if you want good infantry, paras and marines.;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_01_NAME;World War II Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_01_NAME;Infantry 1945;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_01_1_NAME;Service Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_01_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_01_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_01_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_01_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_02_NAME;Early Cold War Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_02_NAME;Infantry 1965;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_02_1_NAME;Service Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_02_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_02_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_02_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_02_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_03_NAME;Mid-Cold War Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_03_NAME;Infantry 1970;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_03_1_NAME;Service Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_03_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_03_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_03_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_03_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_04_NAME;Basic Cold War Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_04_NAME;Infantry 1975;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_04_1_NAME;Service Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_04_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_04_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_04_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_04_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_05_NAME;Improved Cold War Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_05_NAME;Infantry 1980;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_05_1_NAME;Service Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_05_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_05_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_05_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_05_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_06_NAME;Advanced Cold War Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_06_NAME;Infantry 1985;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_06_1_NAME;Service Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_06_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_06_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_06_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_06_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_07_NAME;Early Modern Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_07_NAME;Infantry 1990;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_07_1_NAME;Service Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_07_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_07_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_07_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_07_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_08_NAME;Basic Modern Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_08_NAME;Infantry 1995;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_08_1_NAME;Machine Pistol;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_08_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_08_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_08_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_08_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_09_NAME;Improved Modern Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_09_NAME;Infantry 2000;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_09_1_NAME;Machine Pistol;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_09_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_09_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_09_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_09_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_10_NAME;WWII Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_10_NAME;Motorized 1945;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_10_1_NAME;Machine Pistol;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_10_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_10_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_10_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_10_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_11_NAME;Early Cold War Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_11_NAME;Motorized 1965;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_11_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_11_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_11_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_11_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_11_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_12_NAME;Mid-Cold War Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_12_NAME;Motorized 1970;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_12_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_12_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_12_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_12_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_12_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_13_NAME;Basic Cold War Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_13_NAME;Motorized 1975;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_13_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_13_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_13_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_13_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_13_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_14_NAME;Improved Cold War Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_14_NAME;Motorized 1980;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_14_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_14_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_14_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_14_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_14_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_15_NAME;Advanced Cold War Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_15_NAME;Motorized 1985;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_300_NAME;Early Modern Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_300_NAME;Motorized 1990;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_301_NAME;Basic Modern Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_301_NAME;Motorized 1995;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_302_NAME;Improved Modern Motorized Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_302_NAME;Motorized 2000;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_1_NAME;Assault Rifle;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_2_NAME;Infantry Gun;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_3_NAME;Signal Command System;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_4_NAME;Ammunition, Grenades, and Mines;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_15_5_NAME;Infantry Training;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_16_NAME;World War II Mountain Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_16_NAME;Mountain 1945;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_16_1_NAME;Light Terrain Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_16_2_NAME;Light Battle Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_16_3_NAME;Light Weaponry;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_16_4_NAME;Light Infantry Training;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_16_5_NAME;Light Infantry Tactics;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_17_NAME;Early Cold War Mountain;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_17_NAME;Mountain 1965;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_17_1_NAME;Light Terrain Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_17_2_NAME;Light Battle Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_17_3_NAME;Light Weaponry;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_17_4_NAME;Light Infantry Training;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_17_5_NAME;Light Infantry Tactics;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_18_NAME;Mid-Cold War Mountain Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_18_NAME;Mountain 1970;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_18_1_NAME;Light Terrain Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_18_2_NAME;Light Battle Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_18_3_NAME;Light Weaponry;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_18_4_NAME;Light Infantry Training;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_18_5_NAME;Light Infantry Tactics;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
TECH_APP_INFANTRY_19_NAME;Basic Cold War Mountain Infantry;.;.;.;.;.;.;.;.;.;X
SHORT_TECH_APP_INFANTRY_19_NAME;Mountain 1975;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_19_1_NAME;Light Terrain Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_19_2_NAME;Light Battle Equipment;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_19_3_NAME;Light Weaponry;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_19_4_NAME;Light Infantry Training;.;.;.;.;.;.;.;.;.;X
TECH_CMP_INFANTRY_19_5_NAME;Light Infantry Tactics;.;.;.;.;.;.;.;.;.;X
##;;;;;;;;;;;X
