#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;;;;;;;;;;;X
########################################;;;;;;;;;;;X
#  Division Description;;;;;;;;;;;X
########################################;;;;;;;;;;;X
NAME_DESTROYER;Destroyers;.;.;.;.;.;.;.;.;.;X
NAME_CARRIER;Aircraft Carrier;.;.;.;.;.;.;.;.;.;X
NAME_SUBMARINE;Submarines;.;.;.;.;.;.;.;.;.;X
NAME_TRANSPORT;Transports;.;.;.;.;.;.;.;.;.;X
NAME_FLYING_BOMB;Flying Bomb;.;.;.;.;.;.;.;.;.;X
NAME_FLYING_ROCKET;Strategic Rocket;.;.;.;.;.;.;.;.;.;X
NAME_BALLISTIC_MISSILE;Missile;.;.;.;.;.;.;.;.;.;X
NAME_ICBM;ICBM;.;.;.;.;.;.;.;.;.;X
NAME_ARTILLERY;Field Artillery;.;.;.;.;.;.;.;.;.;X
NAME_SP_ARTILLERY;Self-Propelled Artillery;.;.;.;.;.;.;.;.;.;X
NAME_ROCKET_ARTILLERY;Armored Cavalry;.;.;.;.;.;.;.;.;.;X
NAME_SP_ROCKET_ARTILLERY;Self-Propelled Rocket Artillery;.;.;.;.;.;.;.;.;.;X
NAME_SP_ANTI_AIR;Self-Propelled Anti-Aircraft;.;.;.;.;.;.;.;.;.;X
NAME_TANK_DESTROYER;Tank Destroyer;.;.;.;.;.;.;.;.;.;X
NAME_HEAVY_ARMOR;Infantry Fighting Vehicle;.;.;.;.;.;.;.;.;.;X
NAME_SUPER_HEAVY_ARMOR;Super Heavy Armored;.;.;.;.;.;.;.;.;.;X
NAME_ARMORED_CAR;Armored Car;.;.;.;.;.;.;.;.;.;X
NAME_POLICE;Police;.;.;.;.;.;.;.;.;.;X
NAME_ANTITANK;Anti-Tank Missile Carrier;.;.;.;.;.;.;.;.;.;X
NAME_ANTIAIR;Anti-Aircraft Brigade;.;.;.;.;.;.;.;.;.;X
NAME_ENGINEER;Engineer Brigade;.;.;.;.;.;.;.;.;.;X
NAME_ATTACK_HELICOPTER;Attack Helicopters;.;.;.;.;.;.;.;.;.;X
NAME_CAS;Attack Aircraft;.;.;.;.;.;.;.;.;.;X
NAME_CAG;Multi-Role Carrier Air Group;.;.;.;.;.;.;.;.;.;X
NAME_ESCORT_CARRIER;Light Carrier;Porte-avions lйger;Portaerei Leggere;Portaaviones ligero;Geleittrдger;Lekki lotniskowiec ;;Легкий авианосец;;;X
NAME_NUCLEAR_SUBMARINE;Nuclear Submarine;Sous-marin nuclйaire;Sottomarino Nucleare;Submarino nuclear;Atom-U-Boot;Atom. okr. podw.;;Атомная подлодка;;;X
SNAME_AIR_CAVALRY;Air Cav;.;.;.;.;.;.;.;.;.;X
SNAME_BRIGADE;Inf Bgd;.;.;.;.;.;.;.;.;.;X
SNAME_SPECIAL_FORCES;SpecOps;.;.;.;.;.;.;.;.;.;X
SNAME_MOT_BRIGADE;Mot Bgd;.;.;.;.;.;.;.;.;.;X
SNAME_ARTILLERY;Art;.;.;.;.;.;.;.;.;.;X
SNAME_SP_ARTILLERY;SP Art;.;.;.;.;.;.;.;.;.;X
SNAME_SP_ANTI_AIR;SP AA;.;.;.;.;.;.;.;.;.;X
SNAME_ROCKET_ARTILLERY;Arm Cav;.;.;.;.;.;.;.;.;.;X
SNAME_SP_ROCKET_ARTILLERY;SP AA;.;.;.;.;.;.;.;.;.;X
SNAME_TANK_DESTROYER;TD;.;.;.;.;.;.;.;.;.;X
SNAME_HEAVY_ARMOR;IFV;.;.;.;.;.;.;.;.;.;X
SNAME_SUPER_HEAVY_ARMOR;SH Arm;.;.;.;.;.;.;.;.;.;X
SNAME_ARMORED_CAR;AC;.;.;.;.;.;.;.;.;.;X
SNAME_ANTITANK;AT;.;.;.;.;.;.;.;.;.;X
SNAME_ANTIAIR;AA;.;.;.;.;.;.;.;.;.;X
SNAME_ENGINEER;Eng;.;.;.;.;.;.;.;.;.;X
SNAME_POLICE;Pol;.;.;.;.;.;.;.;.;.;X
SNAME_LIGHT_ARMOR_BRI;L-A;B-L;B-L;Bli Lig;L. Pz;L. Cz.;;Л.БТ.;;;X
SNAME_ATTACK_HELICOPTER;AH;.;.;.;.;.;.;.;.;.;X
SNAME_CAS;CAS;.;.;.;.;.;.;.;.;.;X
SNAME_CAG;MRCAG;.;.;.;.;.;.;.;.;.;X
SNAME_INFANTRY;Inf Div;.;.;.;.;.;.;.;.;.;X
SNAME_CAVALRY;Arm Cav;.;.;.;.;.;.;.;.;.;X
SNAME_MOTORIZED;Mot;.;.;.;.;.;.;.;.;.;X
SNAME_MECHANIZED;Mec Div;.;.;.;.;.;.;.;.;.;X
SNAME_MECHANIZED_BRIGADE;Mec Bgd;.;.;.;.;.;.;.;.;.;X
SNAME_LIGHT_ARMOR;MBT Bgd;.;.;.;.;.;.;.;.;.;X
SNAME_ARMOR;MBT;.;.;.;.;.;.;.;.;.;X
SNAME_PARATROOPER;Par Div;.;.;.;.;.;.;.;.;.;X
SNAME_MARINE;Mar Div;.;.;.;.;.;.;.;.;.;X
SNAME_MARINE_BRIGADE;Mar Bgd;.;.;.;.;.;.;.;.;.;X
SNAME_BERGSJAEGER;Mtn Div;.;.;.;.;.;.;.;.;.;X
SNAME_GARRISON;Gar;.;.;.;.;.;.;.;.;.;X
SNAME_HQ;HQ;.;.;.;.;.;.;.;.;.;X
SNAME_INTERCEPTOR;ASF;.;.;.;.;.;.;.;.;.;X
SNAME_MULTI_ROLE;MRF;.;.;.;.;.;.;.;.;.;X
SNAME_ESCORT;Nav;.;.;.;.;.;.;.;.;.;X
SNAME_STRATEGIC_BOMBER;Str;.;.;.;.;.;.;.;.;.;X
SNAME_TACTICAL_BOMBER;Tac;.;.;.;.;.;.;.;.;.;X
SNAME_NAVAL_BOMBER;Nav;.;.;.;.;.;.;.;.;.;X
SNAME_TRANSPORT_PLANE;Tra;.;.;.;.;.;.;.;.;.;X
SNAME_BATTLESHIP;CCV/N;.;.;.;.;.;.;.;.;.;X
SNAME_CRUISER;CA;.;.;.;.;.;.;.;.;.;X
SNAME_LIGHT_CRUISER;FF/FFG;.;.;.;.;.;.;.;.;.;X
SNAME_HEAVY_CRUISER;CG;.;.;.;.;.;.;.;.;.;X
SNAME_BATTLECRUISER;LHA;.;.;.;.;.;.;.;.;.;X
SNAME_DESTROYER;DD/DDG;.;.;.;.;.;.;.;.;.;X
SNAME_CARRIER;CV;.;.;.;.;.;.;.;.;.;X
SNAME_SUBMARINE;SS;.;.;.;.;.;.;.;.;.;X
SNAME_TRANSPORT;TP;.;.;.;.;.;.;.;.;.;X
SNAME_FLYING_BOMB;V1;.;.;.;.;.;.;.;.;.;X
SNAME_FLYING_ROCKET;V2;.;.;.;.;.;.;.;.;.;X
SNAME_MILITIA;Mil;.;.;.;.;.;.;.;.;.;X
SNAME_ESCORT_CARRIER;CVL;CVL;CVL;Portaav L;Geleittrдger;Lk. lotn.;;Легк. авианосец;;;X
SNAME_NUCLEAR_SUBMARINE;SSN;SSN;SSN;Sub Nucl;SSN;Atom. OP;;АПЛ;;;X
SDESC_INFANTRY;Infantry Division;.;.;.;.;.;.;.;.;.;X
SDESC_BRIGADE;Infantry Brigade;.;.;.;.;.;.;.;.;.;X
SDESC_SPECIAL_FORCES;Special Forces Brigade;.;.;.;.;.;.;.;.;.;X
SDESC_AIR_CAVALRY;Air Cavalry Brigade;.;.;.;.;.;.;.;.;.;X
SDESC_CAVALRY;Armored Cavalry;.;.;.;.;.;.;.;.;.;X
SDESC_MOTORIZED;Motorized Division;.;.;.;.;.;.;.;.;.;X
SDESC_MOT_BRIGADE;Motorized Infantry Brigade;.;.;.;.;.;.;.;.;.;X
SDESC_MECHANIZED;Mechanized Division;.;.;.;.;.;.;.;.;.;X
SDESC_MECHANIZED_BRIGADE;Mechanized Infantry Brigade;.;.;.;.;.;.;.;.;.;X
SDESC_LIGHT_ARMOR;Armored Brigade;.;.;.;.;.;.;.;.;.;X
SDESC_ARMOR;Armored Division;.;.;.;.;.;.;.;.;.;X
SDESC_PARATROOPER;Paratroop Division;.;.;.;.;.;.;.;.;.;X
SDESC_MARINE;Marine Division;.;.;.;.;.;.;.;.;.;X
SDESC_MARINE_BRIGADE;Marine Brigade;.;.;.;.;.;.;.;.;.;X
SDESC_BERGSJAEGER;Mountain Division;.;.;.;.;.;.;.;.;.;X
SDESC_GARRISON;Garrison Division;.;.;.;.;.;.;.;.;.;X
SDESC_HQ;HQ Division;.;.;.;.;.;.;.;.;.;X
SDESC_CAS;Close Air Support Wing;.;.;.;.;.;.;.;.;.;X
SDESC_INTERCEPTOR;Air Superiority Fighter Wing;.;.;.;.;.;.;.;.;.;X
SDESC_MULTI_ROLE;Multi-Role Fighter Wing;.;.;.;.;.;.;.;.;.;X
SDESC_ESCORT;Naval Patrol;.;.;.;.;.;.;.;.;.;X
SDESC_STRATEGIC_BOMBER;Strategic Bombing Wing;.;.;.;.;.;.;.;.;.;X
SDESC_TACTICAL_BOMBER;Tactical Bombing Wing;.;.;.;.;.;.;.;.;.;X
SDESC_TRANSPORT_PLANE;Transport Wing;.;.;.;.;.;.;.;.;.;X
SDESC_NAVAL_BOMBER;Naval Bomber Wing;.;.;.;.;.;.;.;.;.;X
SDESC_BATTLESHIP;Aircraft Cruiser;.;.;.;.;.;.;.;.;.;X
SDESC_CRUISER;Cruiser;.;.;.;.;.;.;.;.;.;X
SDESC_LIGHT_CRUISER;Frigate;.;.;.;.;.;.;.;.;.;X
SDESC_HEAVY_CRUISER;Cruiser;.;.;.;.;.;.;.;.;.;X
SDESC_BATTLECRUISER;Helicopter Carrier;.;.;.;.;.;.;.;.;.;X
SDESC_DESTROYER;Destroyer Flotilla;.;.;.;.;.;.;.;.;.;X
SDESC_CARRIER;Carrier;.;.;.;.;.;.;.;.;.;X
SDESC_SUBMARINE;Submarine Flotilla;.;.;.;.;.;.;.;.;.;X
SDESC_TRANSPORT;Transport Flotilla;.;.;.;.;.;.;.;.;.;X
SDESC_MILITIA;Militia Division;.;.;.;.;.;.;.;.;.;X
SDESC_FLYING_BOMB;Flying Bomb Battery;.;.;.;.;.;.;.;.;.;X
SDESC_FLYING_ROCKET;Strategic Rocket Battery;.;.;.;.;.;.;.;.;.;X
SDESC_ESCORT_CARRIER;Light Carrier;Porte-avions lйger;Portaerei Leggere;Portaaviones ligero;Geleittrдger;Lekki lotniskowiec ;;Легкий авианосец;;;X
SDESC_NUCLEAR_SUBMARINE;Nuclear Submarine;Sous-marin nuclйaire;Sottomarino Nucleare;Submarino nuclear;Atom-U-Boot;Atom. okr. podw.;;Атомная подлодка;;;X
LDESC_INFANTRY;The modern division had become in many militaries the primary identifiable combat unit during the second half of the 20th century, supplanting the brigade, however the trend has been reversing during the Cold War. The peak of use of the division as the primary combat unit was during World War II, when over a thousand divisions were deployed by the belligerents.;.;.;.;.;.;.;.;.;.;X
LDESC_BRIGADE;A brigade is a major tactical military formation that is typically composed of three to six battalions, plus supporting elements depending on the era and nationality of a given army and could be perceived as an enlarged/reinforced regiment. Usually, a brigade is a sub-component of a division, a larger unit consisting of two or more brigades. Brigades formed into divisions are usually infantry or armoured (sometimes referred to as combined arms brigades), in addition to combat units they may include combat support units or sub-units such as artillery and engineers, and logistic units or sub-units.;.;.;.;.;.;.;.;.;.;X
LDESC_SPECIAL_FORCES;Special forces, or special operations forces are military units highly-trained to perform unconventional, often high-risk missions.;.;.;.;.;.;.;.;.;.;X
LDESC_AIR_CAVALRY;Air mobility has been a key concept in offensive operations since the 1930s. Initial approaches to air mobility focused on airborne and glider-borne troops. During World War II many assaults were done by military gliders. Following the war faster aircraft led to the abandonment of the flimsy wooden gliders with the then new helicopters taking their place.;.;.;.;.;.;.;.;.;.;X
LDESC_CAVALRY;Armoured cavalry began to replace horse cavalry as the reconnaissance arm in most armies after the First World War, although many armies continued to maintain horse cavalry through the end of the Second World War. It differed from regular armour units in that the main AFVs were armoured cars or scout cars, with some light or medium tanks.;" motorcycle troops or infantry in trucks or half-tracks rounded out the unit.""";.;.;.;.;.;.;.;.;X
LDESC_MOTORIZED;Motorized Infantry make use of wheeled vehicles, such as trucks, to manoeuvre more rapidly than basic Infantry. But they are limited to roads and so their performance may suffer in provinces with low infrastructure levels.;.;.;.;.;.;.;.;.;.;X
LDESC_MECHANIZED;Mechanized Infantry are equipped with all-terrain vehicles, such as the halftrack, which does not limit them to roads as with Motorized Infantry and allows them to work well with armoured units. However, the specialist equipment they require means their cost is high.;.;.;.;.;.;.;.;.;.;X
LDESC_LIGHT_ARMOR;An armoured personnel carrier (APC) is an armoured fighting vehicle designed to transport infantry to the battlefield. APCs are usually armed with only a machine gun although variants carry recoilless rifles, anti-tank guided missiles (ATGMs), or mortars. They are not usually designed to take part in a direct-fire battle, but to carry troops to the battlefield safe from shrapnel and ambush. They may have wheels or tracks.;.;.;.;.;.;.;.;.;.;X
LDESC_ARMOR;Armoured units allow real projection of power on the battlefield. Their speed and firepower make them lethal against all but the best entrenched Infantry. However, as tanks became heaver, their speeds would reduce accordingly.  They also required a constant supply of fuel to remain in the field, and if this vital supply was severed, the armoured unit would be next to useless.;.;.;.;.;.;.;.;.;.;X
LDESC_PARATROOPER;Paratroopers are an elite branch of the Infantry, specifically trained to either parachute to the ground or be ferried to a battle in gliders. Their rapid deployment capability makes them ideal for use as a mobile reserve or for use in capturing a strategic asset behind enemy lines. However, they are handicapped by a lack of heavy equipment due to their mode of travel, and when they are in action it is advisable to move other units to their support.;.;.;.;.;.;.;.;.;.;X
LDESC_MARINE;Marines are an elite branch of the Infantry, specifically trained for assaulting beaches and other naval operations. They make use of specialised equipment and tactics to give them an edge over regular Infantry in such an environment.;.;.;.;.;.;.;.;.;.;X
LDESC_BERGSJAEGER;Mountain Troops are an elite branch of the Infantry, specifically trained for operations in mountainous terrain.  They make use of specialised equipment and tactics to give them an edge over regular Infantry in such an environment.;.;.;.;.;.;.;.;.;.;X
LDESC_GARRISON;Garrison Divisions are second line troops used to safeguard valuable objectives far from the front lines. They lack heavy equipment and transportation, making them immobile except for strategic redeployment. They have limited fighting capability but can be used to free more capable troops for frontline use.;.;.;.;.;.;.;.;.;.;X
LDESC_HQ;Headquarters are the brains of your armed forces. They contain the staff that keeps your army running, such as logistics and planning staff. They give a bonus to the units fighting in the vicinity but it is advisable to guard them, as their own fighting ability is poor.;.;.;.;.;.;.;.;.;.;X
LDESC_ATTACK_HELICOPTER;An attack helicopter is a military helicopter with the primary role of an attack aircraft, with the capability of engaging targets on the ground, such as enemy infantry and armored vehicles. Attack helicopters are designed to maximize the helicopter’s intrinsic abilities to exploit terrain for cover and to loiter closely over a battlefield in order to provide immediate close air support. These helicopters carry a myriad of weaponry to engage ground targets, including guided air-to-ground missiles, autocannon, rockets, and machine guns. Attack helicopters can also carry air-to-air missiles, but these are intended only for self-defense.;.;.;.;.;.;.;.;.;.;X
LDESC_CAS;WWII cemented the importance of close air support (CAS) in warfare and the need for specialized CAS aircraft. Although fighters can perform CAS missions, specialized CAS aircraft possess better handling characteristics at the low speeds and altitude that characterize CAS missions. CAS aircraft must also be able to carry plenty of ordnance, precisely target the enemy’s positions, possess the ability to loiter over the battlefield, and be able to stay aloft despite taking heavy damage.;.;.;.;.;.;.;.;.;.;X
LDESC_INTERCEPTOR;An air superiority fighter is a type of fighter aircraft intended to gain air superiority in a war, by entering and seizing control of enemy airspace. Air superiority fighters are designed to effectively engage enemy fighters, more than other types of aircraft. They are usually more expensive and procured in smaller numbers than multirole fighters.;.;.;.;.;.;.;.;.;.;X
LDESC_MULTI_ROLE;A multirole fighter is a combat aircraft designed to perform many different combat missions previously relegated to special-purpose aircraft. In addition to its air-to-air combat role, a multirole fighter can also, for instance, also operate as a reconnaissance, ground attack, maritime interdiction, and air defense aircraft. The motivation for developing a multirole fighter is usually to reduce the number of different models of aircraft among allies, and to reduce supply and logistical costs.;" in other words, an aircraft whose various roles include, among others, the role of air-to-air combat.""";.;.;.;.;.;.;.;.;X
LDESC_ESCORT;The Naval Patrol is designed for use over water and make accurate tactical strikes against enemy surface vessels using torpedoes or armour-piercing bombs.  They have a limited dog-fighting capability, which makes them vulnerable if intercepted by fighters.;.;.;.;.;.;.;.;.;.;X
LDESC_STRATEGIC_BOMBER;Strategic bombers destroy the economic and industrial capability of an enemy state to make war by systematically bombing cities, factories, and infrastructure. The advent of nuclear weapons gives strategic bombers unprecedented destructive potential. Furthermore, the strategic bomber’s long range and loiter time gives it a strategic second strike capability in a mutually-assured destruction scenario. Modern strategic bombers rely on speed and stealth to perform their mission.;.;.;.;.;.;.;.;.;.;X
LDESC_TACTICAL_BOMBER;Strike bombers are aircraft designed to attack ground targets with greater precision than strategic bombers. They differ from close air support aircraft in the scope of their intended mission: strike bombers generally perform more interdiction and long range attack missions than CAS aircraft, but the roles of the two types of aircraft overlap significantly. Strike bombers also carry a larger payload than CAS aircraft, enabling them to effectively target enemy installations.;.;.;.;.;.;.;.;.;.;X
LDESC_TRANSPORT_PLANE;Transport Planes are designed to ferry men and materials over long distances quickly. Paratroops need Transport Planes in order to make a paradrop.;.;.;.;.;.;.;.;.;.;X
LDESC_BATTLESHIP;The aircraft cruiser or cruiser-carrier was originally a 1930s experimental concept of creating an all-around warship, trying to combine all the good features of the aircraft carrier and the heavy cruiser. The early aircraft cruisers were usually armed with relatively heavy artillery, mines and a number of aircraft fitted with floats. A more modern derivative of the aircraft cruiser is the helicopter cruiser. The Invincible-class aircraft carriers of the Royal Navy can also be considered;" they were originally classed as cruisers due to their original role as command and control platforms as well as ASW vessels, taking on those roles from the RN's ''Tiger'' class cruiser conversions. In the Russian Navy, ""Aviation Cruiser"" is a designation for the Kiev-class and Kuznetsov-class ships. They are a cross between cruiser and aircraft carrier and are divided in two classes, the aviation cruisers and the heavy aviation cruisers.";.;.;.;.;.;.;.;.;X
LDESC_LIGHT_CRUISER;In modern navies, Frigates are used to protect other warships and merchant-marine ships, especially as anti-submarine warfare (ASW) combatants for amphibious expeditionary forces, underway replenishment groups, and merchant convoys.;.;.;.;.;.;.;.;.;.;X
LDESC_HEAVY_CRUISER;In the later 20th century, the obsolescence of the battleship left the cruiser as the largest and most powerful surface combatant. The role of the cruiser varied according to ship and navy, often including air defense, commerce raiding and shore bombardment. The U.S. Navy in the Cold War period built guided-missile cruisers primarily designed to provide air defense, while the navy of the USSR built cruisers with heavy anti-ship missiles designed to sink NATO carrier task forces.;.;.;.;.;.;.;.;.;.;X
LDESC_BATTLECRUISER;A helicopter carrier is a type of aircraft carrier whose primary purpose is to operate helicopters. Helicopter carriers have been used as anti-submarine warfare carriers and amphibious assault ships.Helicopter carriers can either have a full-length aircraft deck like HMS Ocean, or have a large helicopter deck, usually aft, as in the Soviet Navy's Moskva class or RFA Argus. A full-length deck maximises deck space for helicopter landing spots. Such a design also allows for a hangar deck.;.;.;.;.;.;.;.;.;.;X
LDESC_DESTROYER;The Destroyer is the smallest and the fastest of the surface ships. It is lightly armed in comparison with the battleship, but its speed and maneuverability allow it to provide a good first line of defence away from the main capital ships of a fleet, and its light guns are useful for engaging aircraft. Destroyers are usually combined in groups and used for convoy escort and anti-submarine duties.;.;.;.;.;.;.;.;.;.;X
LDESC_CARRIER;An aircraft carrier is a warship designed with a primary mission of deploying and recovering aircraft, acting as a seagoing airbase. Aircraft carriers thus allow a naval force to project airpower worldwide without having to depend on local bases for staging aircraft operations. Aircraft carriers are typically the capital ship of a fleet, and are extremely expensive to build and important to protect.;.;.;.;.;.;.;.;.;.;X
LDESC_SUBMARINE;The Submarine is designed to travel underwater allowing it to operate clandestinely against other naval units. Its main armament consists of torpedoes which are deadly against all other types of vessel, be they Carrier, Battleship, Naval Transport or another Submarine. However, the Submarine can be handicapped by a short range and new technologies to improve them can be expensive.;.;.;.;.;.;.;.;.;.;X
LDESC_TRANSPORT;Naval Transports are used for moving supplies and resources around the world. They can also be used to ferry land units across stretches of water. They are completely unarmed and, unless well protected, will be vulnerable to attack by other naval units or aircraft.;.;.;.;.;.;.;.;.;.;X
LDESC_MILITIA;Militia are a cheap and rapidly formed Infantry unit. Their hurried training and poor equipment mean they are of little use in combat, although they can be useful for controlling territory and as a last line of defence when no other units are available.;.;.;.;.;.;.;.;.;.;X
LDESC_NAVAL_BOMBER;The Naval Patrol is designed for use over water and make accurate tactical strikes against enemy surface vessels using torpedoes or armour-piercing bombs.  They have a limited dog-fighting capability, which makes them vulnerable if intercepted by fighters.;.;.;.;.;.;.;.;.;.;X
LDESC_FLYING_BOMB;The Flying Bomb (e.g. the German V1) is a pilotless aircraft powered by an early jet engine, designed to deliver a payload of explosives to an area target. It is slower than a rocket or missile, which means that it can be intercepted and shot down by enemy fighters.;.;.;.;.;.;.;.;.;.;X
LDESC_FLYING_ROCKET;The Rocket or Ballistic Missile (e.g. the German V2) is designed to deliver a payload of explosives to a distant target. Its high speed makes it almost impossible to intercept but it is an expensive way of destroying the enemy with conventional explosives.  Nuclear weapons are needed to give it more than psychological effect.;.;.;.;.;.;.;.;.;.;X
LDESC_ESCORT_CARRIER;The Light Carrier became an important naval vessel later in the war. Its ability to protect convoys, actively hunt submarines and support amphibious operations through the aircraft it carries made it very useful and cost effective, freeing up the more expensive fleet carriers for other tasks. The ships themselves, however, are only lightly armed, lightly armored, and of far smaller displacement than fleet carriers.;Le porte-avions lйger devenait une partie importante des flottes pendant le cours de la guerre. Sa capacitй de protйger les convois, de chasser des sous-marins et de soutenir des embarquements amphibies faisait que les grands porte-avions йtaient libre pour des autres tвches. Les Bateaux eux-mкmes ont par contre des armes et armures relativement faibles et sont beaucoup moins fort que les porte-avions normaux. ;La Portaerei Leggera divenne un'importante unita' navale verso la fine della guerra. La sua capacita' di protezione dei convogli, la caccia ai sottomarini e il supporto alle operazioni anfibie con l'utilizzo di forze aeree trasportate ne fecero un mezzo utile ed economico, lasciando disponibili le piu' costose Portaerei di Flotta per altri ruoli. La Portaerei Leggera era pero' dotata di un minore armamento e corazzatura e in generale meno potenti delle Portaerei di Flotta.;El portaaviones ligero se convirtiу en un navнo importante avanzada la guerra. Su capacidad para proteger convoyes, cazar submarinos activamente y apoyar las operaciones anfibias mediante las aeronaves que transportaba lo hicieron muy eficaz y rentable, pues asн se pudieron destinar a los portaaviones de la flota mбs caros a otros cometidos. No obstante, los propios buques sуlo van ligeramente armados y blindados y tienen un desplazamiento bastante inferior al de otros portaaviones de la flota.;Der Geleittrдger wurde mit fortschreiten des Krieges ein wichtiger Bestandteil der Flotten. Seine Fдhigkeit Konvois zu schьtzen, aktiv U-Bote zu jagen und Amphibienlandungen zu unterstьtzen machte ihn zu einem guten kosteneffizienten Fahrzeug was die groЯen Trдgerschiffe fьr andere Aufgaben freihielt. Die Schiffe selbst sind jedoch nur leicht bewaffnet und gepanzert und um vieles kleiner als normale Flugzeugtrдger.;Lekki lotniskowiec staі siк waїn№ jednostk№ morsk№ w pуџniejszym okresie wojny. Moїliwoњж ochrony konwojуw, tropienia i niszczenia okrкtуw podwodnych a takїe wspierania dziaіaс desantowych dziкki przenoszonym samolotom uczyniіy z niego okrкt opіacalny i bardzo uїyteczny. Dziкki nim moїliwe staіo siк wykorzystywanie lotniskowcуw floty do innych dziaіaс. Lekkie lotniskowce s№ jednakїe uzbrojone jedynie w broс lekk№, posiadaj№ sіaby pancerz i maj№ o wiele mniejsz№ wypornoњж niї lotniskowce floty. ;;Ближе к окончанию войны для защиты конвоев, поиска и уничтожения подлодок противника, при проведении десантных операций стали использоваться легкие авианосцы. Широкий спектр выполняемых задач очень скоро сделал их незаменимыми, что позволяло высвободить более дорогие крупные авианосцы для самых сложных и ответственных операций. Легкие авианосцы имели относительно слабую бронезащиту и вооружение, а также намного меньшее водоизмещение.;;;X
LDESC_NUCLEAR_SUBMARINE;Nuclear Submarine;Sous-marin nuclйaire;Sottomarino Nucleare;Submarino nuclear;Atom-U-Boot;Atom. okr. podw.;;Атомная подлодка;;;X
##;;;;;;;;;;;X
SDESC_ARTILLERY;This unit has a artillery brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_SP_ARTILLERY;This unit has an self-propelled artillery brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_SP_ANTI_AIR;This unit has an self-propelled anti-air brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_ROCKET_ARTILLERY;This unit has an Cavalry brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_SP_ROCKET_ARTILLERY;This unit has an self-propelled AA artillery brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_TANK_DESTROYER;This unit has an tank destroyer brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_LIGHT_ARMOR_BRIG;This unit has a APC brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_HEAVY_ARMOR;This unit has an IFV brigade.;.;.;.;.;.;.;.;.;.;X
SDESC_SUPER_HEAVY_ARMOR;This unit has an super-heavy tank brigade;.;.;.;.;.;.;.;.;.;X
SDESC_ARMORED_CAR;This unit has a armored car brigade.;.;.;.;.;.;.;.;.;.;X
